Id,SalePrice
1461,118247.2958672448
1462,159175.8960740481
1463,183074.40208460265
1464,193691.50158964764
1465,191751.64816528058
1466,173426.81080115412
1467,177465.57268759728
1468,165839.26010277745
1469,186973.00221236498
1470,121560.59219060074
1471,189526.79371087096
1472,95700.8694665442
1473,97324.19635767979
1474,149822.22602149873
1475,122818.80758185028
1476,382131.31055271643
1477,252108.54671875096
1478,298701.61336929846
1479,281637.17784766876
1480,482883.55321119714
1481,326749.05374891206
1482,206783.47533911178
1483,174406.18532440366
1484,166286.88562234523
1485,186756.03664344328
1486,195032.33962705478
1487,338998.2451653173
1488,236096.26067237108
1489,200194.79972665996
1490,228690.80614390312
1491,194015.08812031586
1492,90170.19168558168
1493,175107.84686697574
1494,300505.66534568917
1495,294128.9229175111
1496,236521.244535343
1497,183637.01296023067
1498,161075.66795528098
1499,163342.8477600836
1500,159607.9379057175
1501,178249.2016117411
1502,153275.01224175005
1503,284716.8414450962
1504,245196.75466351322
1505,230019.07487198032
1506,187988.0446674223
1507,237396.1962157441
1508,202575.64353926937
1509,159120.41890792275
1510,148586.99047030325
1511,149599.74355625673
1512,179760.87855866284
1513,141410.69992789318
1514,152347.866431734
1515,182221.9060560251
1516,149348.70668871846
1517,164720.78171029128
1518,132218.8406159308
1519,216694.83630728984
1520,135199.38272608025
1521,135694.39949000927
1522,173267.60341593862
1523,106129.85738232822
1524,127562.59866737167
1525,121295.81526747352
1526,114911.88695445396
1527,109388.14855514713
1528,130692.17966122687
1529,148503.5188830299
1530,181270.61706387813
1531,104741.38094651361
1532,99699.5496041217
1533,144770.41976998444
1534,117868.52326174748
1535,145704.26391287576
1536,105731.9200112258
1537,63744.738284804705
1538,147684.96668145657
1539,193753.05130813873
1540,95000.2721997703
1541,137048.02823079235
1542,129918.12884522005
1543,203899.43501327524
1544,85681.733651757
1545,106813.4811720579
1546,131906.56258995144
1547,131362.5121777217
1548,130663.0905766679
1549,115949.7951295491
1550,136973.15611755106
1551,114583.58122950693
1552,136614.67628508864
1553,151789.06108623178
1554,115113.43297153169
1555,167236.9524145255
1556,90183.94408014607
1557,104187.34079797217
1558,96133.03306696226
1559,82883.76430577214
1560,135560.62318734694
1561,131575.37397257797
1562,131186.5410946777
1563,123092.98729530998
1564,154468.07093908664
1565,145451.77299404432
1566,247729.34199556033
1567,73162.4349992381
1568,233200.01943165713
1569,138099.85338517133
1570,144324.1297471825
1571,127739.93533066126
1572,145903.56260378732
1573,231972.9497400469
1574,117306.13431177192
1575,231224.42832304948
1576,239422.7689823014
1577,189624.77934274933
1578,149917.1995392344
1579,147354.8246910488
1580,192631.2166169742
1581,158341.48108303058
1582,130651.46127181075
1583,316709.189724169
1584,218651.19757731076
1585,139390.7694533359
1586,67219.19608554248
1587,98091.91532382899
1588,151750.8233201934
1589,96142.08146649748
1590,133666.27610315563
1591,93933.51815929388
1592,124924.05917928762
1593,131309.8171839262
1594,124986.08971788878
1595,110734.24590806603
1596,235003.25588469312
1597,184666.4689977538
1598,206206.5689173867
1599,177531.56487129044
1600,169419.26052941385
1601,62115.722798220886
1602,108972.40511547467
1603,88755.6269670832
1604,273415.4291521021
1605,247390.37358664194
1606,168543.61573625173
1607,165797.38476271447
1608,219302.96741158783
1609,189630.6869590702
1610,156812.3457078737
1611,142673.62638444963
1612,162415.7534014896
1613,161268.658277921
1614,133597.70882489067
1615,89889.91908064681
1616,74452.67996776779
1617,92068.02084457892
1618,124421.99991657303
1619,139566.93015185266
1620,158835.42825962426
1621,130050.68422155034
1622,144334.10677738686
1623,277608.10368868365
1624,214350.40612497216
1625,118607.19732916741
1626,168522.18870327758
1627,189960.68300165332
1628,280849.1877876828
1629,184897.9799058902
1630,332068.06886999693
1631,218661.55705747678
1632,242385.64266441882
1633,172549.88645242082
1634,186564.97974735565
1635,178438.19064962072
1636,151971.51692742924
1637,200652.56519163385
1638,195413.3794740761
1639,185016.04226343185
1640,255160.8912352404
1641,183613.2471034517
1642,233592.58632727235
1643,224169.9479100418
1644,234306.56841459998
1645,195628.45238094384
1646,162534.3339169885
1647,159120.02839028585
1648,132526.81821721004
1649,140344.41057274234
1650,113002.91383866544
1651,120729.81789477654
1652,101281.77653898731
1653,103020.39027577969
1654,149299.67441655011
1655,145799.13895863752
1656,144075.8622688594
1657,151319.36641983408
1658,149889.64238051922
1659,126137.02188956804
1660,156436.6146536151
1661,445045.71650671086
1662,425550.1333705083
1663,394333.7179285729
1664,435337.55304030277
1665,318140.8664661712
1666,331996.8350248735
1667,358280.4044430455
1668,355240.31056867255
1669,306279.2726463048
1670,361786.1863434699
1671,259067.83369457317
1672,446564.9967770376
1673,298800.3918917794
1674,245430.6741530176
1675,189045.84221186614
1676,189963.98241998622
1677,219185.6330742536
1678,421367.35916596686
1679,384402.5837720104
1680,343910.34329164214
1681,249014.6662165743
1682,317503.31172436086
1683,179269.25494553833
1684,173079.0100722244
1685,174323.4860807488
1686,169729.1759318586
1687,172352.14751568116
1688,188966.6952232993
1689,195841.3467067987
1690,197010.683776763
1691,181021.17742109162
1692,281301.64888439525
1693,172635.34255867187
1694,183944.43026308893
1695,167541.03817105075
1696,279719.8901660286
1697,175983.94240990808
1698,345139.3549136256
1699,313573.55047850654
1700,244007.03374268187
1701,271558.49159075774
1702,241207.48023986182
1703,250091.4162018999
1704,281264.5277567444
1705,230150.20183599048
1706,396848.2406813435
1707,217843.63890060727
1708,205716.4757985073
1709,269194.16264206904
1710,220085.92893287895
1711,274563.7622448936
1712,259311.5877392871
1713,265895.24653232377
1714,223201.6162396021
1715,208017.375807379
1716,183777.78864612107
1717,174393.9537046636
1718,138436.52135409846
1719,204454.21058408063
1720,237235.23589196728
1721,163874.30286100987
1722,128773.12179179364
1723,158003.30318410855
1724,210356.50348439236
1725,235768.70838162032
1726,191532.56267974773
1727,159928.53141474247
1728,177092.5806076198
1729,167807.22041230524
1730,159565.06331731938
1731,119932.20445725815
1732,130715.9357750541
1733,117902.15869563611
1734,120364.53895439483
1735,129993.24262139108
1736,115294.54953423007
1737,320981.0927513285
1738,234926.383757446
1739,263193.210496489
1740,211982.3227990465
1741,192644.06841802676
1742,173994.06585489548
1743,172228.45985932258
1744,313992.12679689325
1745,208783.3507379546
1746,190563.14263656613
1747,222966.6934437284
1748,229294.39436280812
1749,151002.7659659354
1750,128397.39214181791
1751,244532.01720015422
1752,124240.18096287518
1753,144702.38726834557
1754,188115.37206753658
1755,171803.67707588643
1756,122933.44616915024
1757,118173.60720822467
1758,148875.14810023183
1759,170541.99637603786
1760,164403.99371230352
1761,139082.72715433556
1762,180818.01119513233
1763,177726.10620394003
1764,120832.40959701342
1765,167685.25857878145
1766,181303.90703722657
1767,213006.61772084053
1768,147105.98354492686
1769,174786.7592277324
1770,152655.82238748958
1771,121669.60856487753
1772,131897.3895570729
1773,124812.64786078407
1774,136956.7055664898
1775,139773.98402385417
1776,126287.49129217604
1777,113204.32457212552
1778,141811.22177932342
1779,120976.71038835682
1780,176478.906834444
1781,127115.56127088532
1782,86926.13993512075
1783,144310.65864306738
1784,112290.69355690594
1785,115033.59799846556
1786,141238.0646129339
1787,170485.2950261256
1788,61672.99146522574
1789,101845.70186133187
1790,76973.28908093371
1791,180278.0891173164
1792,157527.41100192806
1793,133442.20051237367
1794,149236.07372340845
1795,135556.13827977545
1796,133004.6096277207
1797,110944.99307212963
1798,119782.53014926182
1799,111336.92557310773
1800,128134.7251977593
1801,125500.7768861554
1802,131480.23319178974
1803,144897.76842313656
1804,139603.59606509662
1805,137717.96873390317
1806,121060.92947220165
1807,135980.00012605044
1808,128286.59209810008
1809,123866.2267056819
1810,140161.83870384202
1811,90182.65660439902
1812,93895.05819807913
1813,119482.00485527508
1814,92767.5414761051
1815,56947.85750583458
1816,99919.75820307554
1817,111677.0412721123
1818,150852.46858283645
1819,130911.42538916378
1820,66786.33040461865
1821,109359.00479003698
1822,146634.09875542385
1823,47631.65461251942
1824,127617.72788939462
1825,141725.73400746903
1826,107881.27556493464
1827,97711.36616997654
1828,134782.99755263614
1829,119688.13315683759
1830,138460.69640279995
1831,152347.72945232026
1832,83842.65602521077
1833,144024.18705116617
1834,122093.50065554834
1835,125677.2274638343
1836,121024.3022862288
1837,91225.38712549268
1838,126873.28487246545
1839,98326.16717389747
1840,162062.64230317977
1841,144231.20729573525
1842,87139.5167074562
1843,132848.36564053854
1844,141158.00300824275
1845,142657.11130906173
1846,154351.47659989502
1847,169745.69687602553
1848,55609.129303654314
1849,110217.46378639502
1850,121239.33618753501
1851,154417.62802540624
1852,129188.14584926312
1853,135725.34853694055
1854,175131.57675905997
1855,148838.2471475294
1856,228208.8221973512
1857,157727.46021139374
1858,136596.40996067852
1859,121540.46856919174
1860,149884.40969626742
1861,120838.51087623225
1862,297270.21635587566
1863,276496.2671453105
1864,276517.36668775923
1865,356391.96397785883
1866,348478.32115280913
1867,234671.55229446865
1868,297241.7833530481
1869,204133.0230987288
1870,232818.81817145195
1871,253021.51733682767
1872,167474.56441411132
1873,233111.92758604293
1874,150207.25866891324
1875,200147.20274954013
1876,196167.98905089646
1877,210902.74461351847
1878,203201.07487424533
1879,130367.23610927953
1880,134952.60380833657
1881,241628.36785321365
1882,248354.93713253376
1883,189533.30463635977
1884,204488.69598412266
1885,244077.5134684362
1886,298585.1376408198
1887,205722.53906041302
1888,277927.593548075
1889,166459.70423683972
1890,127741.07820582631
1891,135486.53258426883
1892,99863.79414072228
1893,133448.6163325154
1894,127158.55588895894
1895,140098.74994867464
1896,123529.12988746272
1897,114491.31208964759
1898,114567.96295645776
1899,160227.1964762389
1900,150124.55959127485
1901,169708.74970171388
1902,140921.63778861833
1903,225863.7262017922
1904,130977.9509412734
1905,192786.9323591874
1906,156705.99593220258
1907,198131.52404117916
1908,108631.41015575512
1909,134018.67310726206
1910,119106.20519092576
1911,208585.64671123348
1912,303906.15659006336
1913,143327.29410281245
1914,64076.9445268458
1915,312312.21443311195
1916,64066.64730652987
1917,255523.67690365782
1918,139293.60057182764
1919,171199.61942973794
1920,147894.82174214855
1921,410198.9122222701
1922,321332.7394313266
1923,219116.4742005777
1924,223040.0343505201
1925,199601.3068187921
1926,391841.86244836944
1927,134508.0532004787
1928,157362.29807410538
1929,128612.32118404323
1930,132440.5679103942
1931,144445.03570447894
1932,135289.34621987716
1933,180177.66980156137
1934,181072.0876271853
1935,172092.3031490367
1936,190555.63241533985
1937,184939.92682447328
1938,173194.08521670825
1939,253795.42582715023
1940,190947.12942294526
1941,168998.23952733242
1942,185325.61317823594
1943,213730.66080444155
1944,357378.85426043614
1945,380897.98627906723
1946,135272.98591185943
1947,311859.82140318607
1948,167844.19662863467
1949,256944.0579522943
1950,188219.79608826913
1951,253473.78627390967
1952,217997.23846381993
1953,175489.5836050723
1954,187311.49889785142
1955,135893.00939738518
1956,301983.53260183113
1957,153414.87586203546
1958,308758.4752901819
1959,144909.10911642673
1960,119727.59890262863
1961,123859.34156271933
1962,98230.39825872358
1963,102432.03573206728
1964,110143.37755746934
1965,146523.39781120542
1966,144745.88477522688
1967,291328.9630005051
1968,412020.40039018035
1969,407132.865150844
1970,426231.6639501006
1971,456043.672029973
1972,380875.2105612842
1973,263658.56563918066
1974,336236.55472530547
1975,448778.1316279961
1976,276066.67507325957
1977,363501.5073160826
1978,350746.06096437725
1979,340610.24857419333
1980,196577.68151284909
1981,359063.2893393922
1982,223341.6695933548
1983,203314.97204490262
1984,167280.56691300825
1985,224004.34252066654
1986,211622.2274254777
1987,185437.6010948692
1988,178160.4216587073
1989,194331.52654487296
1990,215404.72456792445
1991,236494.06236397717
1992,208993.06292729793
1993,168600.54136765967
1994,225240.4976997427
1995,187376.94960064653
1996,258007.73689197472
1997,327110.1771425123
1998,326656.5203237247
1999,267242.4312001899
2000,319276.95982214663
2001,265501.8089320029
2002,250329.23746021077
2003,261976.6006235314
2004,275924.57500918565
2005,221156.08216058946
2006,225828.72380242305
2007,251245.07602152636
2008,223913.22632816032
2009,196543.2710799349
2010,195002.311802609
2011,139680.0166661007
2012,176876.87144611307
2013,179073.1796246528
2014,184790.16400526438
2015,201693.77253774635
2016,192769.60355788333
2017,197996.57480643
2018,123984.34778370259
2019,135393.24675762423
2020,107690.11531796464
